DAY,FLIGHT,TIME,DATE_FROM,DATE_TO,AIRLINE,DESTINATION
월요일,8Y601,6:15,2021-03-31,2021-10-26,팬퍼시픽항공,세부
월요일,KE5679,6:20,2021-03-31,2021-10-26,대한항공,나트랑
월요일,8Y701,6:20,2021-03-31,2021-10-26,팬퍼시픽항공,칼리보
월요일,VN441,6:20,2021-03-31,2021-10-26,베트남항공,나트랑
월요일,OZ8533,6:30,2021-03-31,2021-10-26,아시아나항공,부산
월요일,7C2201,6:30,2021-03-31,2021-10-26,제주항공,방콕
월요일,TG6705,6:30,2021-03-31,2021-10-26,타이항공,부산
월요일,TW205,6:45,2021-03-31,2021-04-03,티웨이항공,도쿄/ 나리타
월요일,VJ865,6:45,2021-03-31,2021-10-26,비엣젯항공,호찌민
월요일,VJ879,7:00,2021-03-31,2021-10-26,비엣젯항공,다낭
월요일,LJ221,7:05,2021-03-31,2021-04-01,진에어,후쿠오카
월요일,7C1304,7:10,2021-03-31,2021-10-26,제주항공,오사카/ 간사이
월요일,LJ261,7:10,2021-03-31,2021-10-26,진에어,기타큐슈
월요일,KE5783,7:10,2021-03-31,2021-10-26,대한항공,기타큐슈
월요일,LJ077,7:20,2021-03-31,2021-04-26,진에어,다낭
월요일,KE5789,7:20,2021-03-31,2021-04-26,대한항공,다낭
월요일,LJ201,7:25,2021-03-31,2021-04-26,진에어,도쿄/ 나리타
월요일,KE5741,7:25,2021-03-31,2021-04-26,대한항공,도쿄/ 나리타
월요일,TW669,7:25,2021-03-31,2021-10-21,티웨이항공,타이중/칭촨강
월요일,TW297,7:25,2021-03-31,2021-10-26,티웨이항공,오이타
월요일,OZ731,7:35,2021-03-31,2021-07-04,아시아나항공,호찌민
월요일,ZE621,7:40,2021-03-31,2021-10-26,이스타항공,삿포로
월요일,TW201,7:45,2021-03-31,2021-10-26,티웨이항공,도쿄/ 나리타
월요일,LJ211,7:50,2021-03-31,2021-04-26,진에어,오사카/ 간사이
월요일,LJ081,7:50,2021-03-31,2021-05-06,진에어,타이베이
월요일,KE621,7:50,2021-03-31,2021-04-15,대한항공,마닐라
월요일,KE5755,7:50,2021-03-31,2021-05-06,대한항공,타이베이
월요일,NH6952,7:55,2021-03-31,2021-10-26,전일본공수 주식회사,오사카/ 간사이
월요일,OZ112,7:55,2021-03-31,2021-10-26,아시아나항공,오사카/ 간사이
월요일,5J181,7:55,2021-03-31,2021-10-26,세부퍼시픽항공,칼리보
월요일,CZ4530,8:00,2021-03-31,2021-04-21,중국남방항공,정저우
월요일,ZE601,8:00,2021-03-31,2021-10-26,이스타항공,도쿄/ 나리타
월요일,KE809,8:00,2021-03-31,2021-04-21,대한항공,정저우
월요일,TW281,8:00,2021-03-31,2021-04-02,티웨이항공,오사카/ 간사이
월요일,OZ701,8:05,2021-03-31,2021-07-04,아시아나항공,마닐라
월요일,CZ4516,8:05,2021-03-31,2021-10-26,중국남방항공,선양
월요일,ZE881,8:05,2021-03-31,2021-10-25,이스타항공,타이베이
월요일,KE831,8:05,2021-03-31,2021-10-26,대한항공,선양
월요일,DL7696,8:10,2021-03-31,2021-10-26,델타항공,하노이
월요일,KE479,8:10,2021-03-31,2021-10-26,대한항공,하노이
월요일,PR467,8:10,2021-03-31,2021-07-17,필리핀항공,마닐라
월요일,VN3415,8:10,2021-03-31,2021-10-26,베트남항공,하노이
월요일,NH6964,8:15,2021-03-31,2021-10-26,전일본공수 주식회사,나고야
월요일,OZ122,8:15,2021-03-31,2021-10-26,아시아나항공,나고야
월요일,CA5002,8:20,2021-03-31,2021-10-26,중국국제항공,베이징
월요일,OZ331,8:20,2021-03-31,2021-10-26,아시아나항공,베이징
월요일,7C8401,8:20,2021-03-31,2021-10-26,제주항공,칭다오
월요일,LJ231,8:20,2021-03-31,2021-06-09,진에어,삿포로
월요일,AF7901,8:25,2021-03-31,2021-10-26,에어 프랑스,부산
월요일,DL7879,8:25,2021-03-31,2021-10-26,델타항공,부산
월요일,KE1401,8:25,2021-03-31,2021-10-26,대한항공,부산
월요일,PR489,8:25,2021-03-31,2021-10-26,필리핀항공,칼리보
월요일,MU8357,8:30,2021-03-31,2021-04-27,중국동방항공,상하이/ 푸동
월요일,CZ4510,8:30,2021-03-31,2021-04-27,중국남방항공,상하이/ 푸동
월요일,7C1102,8:30,2021-03-31,2021-10-26,제주항공,도쿄/ 나리타
월요일,KE893,8:30,2021-03-31,2021-04-27,대한항공,상하이/ 푸동
월요일,PR485,8:30,2021-03-31,2021-10-26,필리핀항공,세부
월요일,FM8752,8:30,2021-03-31,2021-04-27,상하이항공,상하이/ 푸동
월요일,OZ369,8:40,2021-03-31,2021-10-25,아시아나항공,광저우
월요일,CZ4540,8:40,2021-03-31,2021-10-26,중국남방항공,선전
월요일,ZE641,8:40,2021-03-31,2021-10-24,이스타항공,후쿠오카
월요일,KE827,8:40,2021-03-31,2021-10-26,대한항공,선전
월요일,NH6962,8:45,2021-03-31,2021-10-26,전일본공수 주식회사,후쿠오카
월요일,OZ132,8:45,2021-03-31,2021-10-26,아시아나항공,후쿠오카
월요일,ZE611,8:45,2021-03-31,2021-10-26,이스타항공,오사카/ 간사이
월요일,CZ4502,8:50,2021-03-31,2021-10-26,중국남방항공,광저우
월요일,KE865,8:50,2021-03-31,2021-10-26,대한항공,광저우
월요일,CA5014,8:55,2021-03-31,2021-10-26,중국국제항공,톈진
월요일,OZ327,8:55,2021-03-31,2021-10-26,아시아나항공,톈진
월요일,CA5016,9:00,2021-03-31,2021-10-26,중국국제항공,옌지(연길)
월요일,NZ4060,9:00,2021-03-31,2021-10-25,에어 뉴질랜드,도쿄/ 나리타
월요일,NH6998,9:00,2021-03-31,2021-10-26,전일본공수 주식회사,삿포로
월요일,NH6972,9:00,2021-03-31,2021-10-25,전일본공수 주식회사,도쿄/ 나리타
월요일,OZ721,9:00,2021-03-31,2021-10-26,아시아나항공,홍콩
월요일,OZ174,9:00,2021-03-31,2021-10-26,아시아나항공,삿포로
월요일,OZ361,9:00,2021-03-31,2021-10-26,아시아나항공,상하이/ 푸동
월요일,OZ6781,9:00,2021-03-31,2021-10-26,아시아나항공,싱가포르
월요일,OZ102,9:00,2021-03-31,2021-10-25,아시아나항공,도쿄/ 나리타
월요일,OZ351,9:00,2021-03-31,2021-10-26,아시아나항공,옌지(연길)
월요일,MU8365,9:00,2021-03-31,2021-10-25,중국동방항공,창사
월요일,CZ4522,9:00,2021-03-31,2021-10-25,중국남방항공,창사
월요일,ET1294,9:00,2021-03-31,2021-10-26,에티오피아항공,삿포로
월요일,EY8453,9:00,2021-03-31,2021-10-25,에티하드 항공,도쿄/ 나리타
월요일,HX1551,9:00,2021-03-31,2021-10-26,홍콩항공,홍콩
월요일,KE819,9:00,2021-03-31,2021-10-25,대한항공,창사
월요일,SQ607,9:00,2021-03-31,2021-10-26,싱가포르항공,싱가포르
월요일,SA7171,9:00,2021-03-31,2021-10-26,남아프리카항공,홍콩
월요일,UA7306,9:00,2021-03-31,2021-10-26,유나이티드항공,홍콩
월요일,UA7318,9:00,2021-03-31,2021-10-25,유나이티드항공,도쿄/ 나리타
월요일,VA5407,9:00,2021-03-31,2021-10-26,베네주엘라 국제항공,싱가포르
월요일,CA5012,9:05,2021-03-31,2021-10-26,중국국제항공,다롄
월요일,CA5010,9:05,2021-03-31,2021-10-26,중국국제항공,칭다오
월요일,OZ301,9:05,2021-03-31,2021-10-26,아시아나항공,다롄
월요일,OZ317,9:05,2021-03-31,2021-10-26,아시아나항공,칭다오
월요일,DL7894,9:05,2021-03-31,2021-05-28,델타항공,방콕
월요일,HA6009,9:05,2021-03-31,2021-05-28,하와이안 항공,방콕
월요일,7C2601,9:05,2021-03-31,2021-10-26,제주항공,타이베이
월요일,9W4660,9:05,2021-03-31,2021-05-28,제트 에어웨이즈,방콕
월요일,KE657,9:05,2021-03-31,2021-05-28,대한항공,방콕
월요일,SC317,9:05,2021-03-31,2021-10-26,산동항공,칭다오
월요일,DL7934,9:10,2021-03-31,2021-10-26,델타항공,호찌민
월요일,ZE931,9:10,2021-03-31,2021-10-26,이스타항공,홍콩
월요일,7C1302,9:10,2021-03-31,2021-10-26,제주항공,오사카/ 간사이
월요일,KE681,9:10,2021-03-31,2021-10-26,대한항공,호찌민
월요일,VN3403,9:10,2021-03-31,2021-10-26,베트남항공,호찌민
월요일,MU8301,9:15,2021-03-31,2021-10-26,중국동방항공,시안
월요일,KE805,9:15,2021-03-31,2021-10-26,대한항공,톈진
월요일,KE807,9:15,2021-03-31,2021-10-26,대한항공,시안
월요일,OZ303,9:20,2021-03-31,2021-10-26,아시아나항공,창춘
월요일,CZ4202,9:20,2021-03-31,2021-10-26,중국남방항공,창춘
월요일,DL7851,9:20,2021-03-31,2021-10-26,델타항공,애틀랜타
월요일,DL7869,9:20,2021-03-31,2021-04-29,델타항공,댈러스
월요일,KE035,9:20,2021-03-31,2021-10-26,대한항공,애틀랜타
월요일,KE031,9:20,2021-03-31,2021-04-29,대한항공,댈러스
월요일,7C3402,9:30,2021-03-31,2021-10-26,제주항공,사이판
월요일,LJ113,9:30,2021-03-31,2021-10-26,진에어,홍콩
월요일,NH6982,9:35,2021-03-31,2021-10-25,전일본공수 주식회사,센다이
월요일,OZ6761,9:35,2021-03-31,2021-10-26,아시아나항공,방콕
월요일,OZ152,9:35,2021-03-31,2021-10-25,아시아나항공,센다이
월요일,DL7698,9:35,2021-03-31,2021-10-26,델타항공,오사카/ 간사이
월요일,JL5210,9:35,2021-03-31,2021-10-26,일본항공,오사카/ 간사이
월요일,7C1402,9:35,2021-03-31,2021-06-30,제주항공,후쿠오카
월요일,KE723,9:35,2021-03-31,2021-10-26,대한항공,오사카/ 간사이
월요일,KE073,9:35,2021-03-31,2021-10-26,대한항공,토론토
월요일,KE891,9:35,2021-03-31,2021-10-26,대한항공,옌지(연길)
월요일,TG659,9:35,2021-03-31,2021-10-26,타이항공,방콕
월요일,D7507,9:45,2021-03-31,2021-10-26,에어아시아엑스,쿠알라룸푸르
월요일,NH6994,9:45,2021-03-31,2021-05-31,전일본공수 주식회사,오키나와
월요일,OZ172,9:45,2021-03-31,2021-05-31,아시아나항공,오키나와
월요일,DL9038,9:45,2021-03-31,2021-10-26,델타항공,괌
월요일,KE113,9:45,2021-03-31,2021-10-26,대한항공,괌
월요일,7C2101,9:55,2021-03-31,2021-10-26,제주항공,홍콩
월요일,AR7861,10:00,2021-03-31,2021-10-26,아르헨티나 항공,뉴욕
월요일,OZ371,10:00,2021-03-31,2021-10-26,아시아나항공,선전
월요일,OZ347,10:00,2021-03-31,2021-10-25,아시아나항공,시안
월요일,DL1003,10:00,2021-03-31,2021-10-26,델타항공,뉴욕
월요일,DL9015,10:00,2021-03-31,2021-10-26,델타항공,뉴욕
월요일,KE081,10:00,2021-03-31,2021-10-26,대한항공,뉴욕
월요일,ZH3302,10:00,2021-03-31,2021-10-26,심천항공,선전
월요일,ZH3304,10:00,2021-03-31,2021-10-25,심천항공,시안
월요일,KE5683,10:05,2021-03-31,2021-10-26,대한항공,하노이
월요일,TW291,10:05,2021-03-31,2021-05-02,티웨이항공,후쿠오카
월요일,VN417,10:05,2021-03-31,2021-10-26,베트남항공,하노이
월요일,SU4032,10:10,2021-03-31,2021-10-26,㈜ 아에로플로트 러시아항공,블라디보스토크
월요일,AM6750,10:10,2021-03-31,2021-10-26,아에로멕시코,도쿄/ 나리타
월요일,AF7896,10:10,2021-03-31,2021-10-26,에어 프랑스,삿포로
월요일,AF7890,10:10,2021-03-31,2021-10-26,에어 프랑스,도쿄/ 나리타
월요일,TN1577,10:10,2021-03-31,2021-10-26,에어 타히티 누이,도쿄/ 나리타
월요일,DL7898,10:10,2021-03-31,2021-10-26,델타항공,삿포로
월요일,DL7885,10:10,2021-03-31,2021-10-26,델타항공,도쿄/ 나리타
월요일,JL5208,10:10,2021-03-31,2021-10-26,일본항공,삿포로
월요일,JL5202,10:10,2021-03-31,2021-10-26,일본항공,도쿄/ 나리타
월요일,7C8501,10:10,2021-03-31,2021-10-26,제주항공,웨이하이
월요일,KE765,10:10,2021-03-31,2021-10-26,대한항공,삿포로
월요일,KE703,10:10,2021-03-31,2021-10-26,대한항공,도쿄/ 나리타
월요일,KE981,10:10,2021-03-31,2021-10-26,대한항공,블라디보스토크
월요일,MM002,10:10,2021-03-31,2021-10-26,피치항공,오사카/ 간사이
월요일,KE5681,10:15,2021-03-31,2021-10-26,대한항공,호찌민
월요일,VN409,10:15,2021-03-31,2021-10-26,베트남항공,호찌민
월요일,OZ6763,10:20,2021-03-31,2021-10-26,아시아나항공,방콕
월요일,OZ222,10:20,2021-03-31,2021-10-26,아시아나항공,뉴욕
월요일,CM8004,10:20,2021-03-31,2021-10-26,코파항공,뉴욕
월요일,KE887,10:20,2021-03-31,2021-10-26,대한항공,샤먼
월요일,SQ5722,10:20,2021-03-31,2021-10-26,싱가포르항공,뉴욕
월요일,TG657,10:20,2021-03-31,2021-10-26,타이항공,방콕
월요일,TG6745,10:20,2021-03-31,2021-10-26,타이항공,뉴욕
월요일,UA7293,10:20,2021-03-31,2021-10-26,유나이티드항공,뉴욕
월요일,MF9018,10:20,2021-03-31,2021-10-26,샤먼항공,샤먼
월요일,DL7857,10:25,2021-03-31,2021-10-26,델타항공,워싱턴
월요일,KE093,10:25,2021-03-31,2021-10-26,대한항공,워싱턴
월요일,LJ281,10:30,2021-03-31,2021-04-01,진에어,오사카/ 간사이
월요일,SU4093,10:35,2021-03-31,2021-10-26,㈜ 아에로플로트 러시아항공,자카르타
월요일,CI9065,10:35,2021-03-31,2021-10-26,중화항공,타이베이
월요일,DL158,10:35,2021-03-31,2021-04-09,델타항공,디트로이트
월요일,DL7694,10:35,2021-03-31,2021-10-26,델타항공,타이베이
월요일,GA879,10:35,2021-03-31,2021-10-26,가루다인도네시아,자카르타
월요일,7C1106,10:35,2021-03-31,2021-10-26,제주항공,도쿄/ 나리타
월요일,KE7273,10:35,2021-03-31,2021-04-09,대한항공,디트로이트
월요일,KE5627,10:35,2021-03-31,2021-10-26,대한항공,자카르타
월요일,KE691,10:35,2021-03-31,2021-10-26,대한항공,타이베이
월요일,AF7881,10:40,2021-03-31,2021-10-26,에어 프랑스,하노이
월요일,AF7607,10:40,2021-03-31,2021-04-21,에어 프랑스,나고야
월요일,AF7907,10:40,2021-03-31,2021-04-21,에어 프랑스,나고야
월요일,CZ4508,10:40,2021-03-31,2021-10-25,중국남방항공,베이징
월요일,DL7863,10:40,2021-03-31,2021-10-26,델타항공,시카고
월요일,DL9032,10:40,2021-03-31,2021-10-26,델타항공,하노이
월요일,DL7699,10:40,2021-03-31,2021-04-21,델타항공,나고야
월요일,JL5216,10:40,2021-03-31,2021-04-21,일본항공,나고야
월요일,7C2901,10:40,2021-03-31,2021-10-26,제주항공,다낭
월요일,7C3102,10:40,2021-03-31,2021-10-26,제주항공,괌
월요일,KE855,10:40,2021-03-31,2021-10-25,대한항공,베이징
월요일,KE037,10:40,2021-03-31,2021-10-26,대한항공,시카고
월요일,KE483,10:40,2021-03-31,2021-10-26,대한항공,하노이
월요일,KE741,10:40,2021-03-31,2021-04-21,대한항공,나고야
월요일,VN3417,10:40,2021-03-31,2021-10-26,베트남항공,하노이
월요일,OZ363,10:45,2021-03-31,2021-10-26,아시아나항공,상하이/ 푸동
월요일,LJ245,10:45,2021-03-31,2021-10-26,진에어,오키나와
월요일,KE5745,10:45,2021-03-31,2021-10-26,대한항공,오키나와
월요일,7C2001,11:00,2021-03-31,2021-10-26,제주항공,마카오
월요일,DL9046,11:05,2021-03-31,2021-05-26,델타항공,다낭
월요일,KE485,11:05,2021-03-31,2021-05-26,대한항공,다낭
월요일,VJ961,11:05,2021-03-31,2021-10-26,비엣젯항공,하노이
월요일,VN3443,11:05,2021-03-31,2021-05-26,베트남항공,다낭
월요일,MU8377,11:10,2021-03-31,2021-10-26,중국동방항공,상하이/ 푸동
월요일,CZ4512,11:10,2021-03-31,2021-10-26,중국남방항공,상하이/ 푸동
월요일,7C1602,11:10,2021-03-31,2021-10-26,제주항공,나고야
월요일,KE897,11:10,2021-03-31,2021-10-26,대한항공,상하이/ 푸동
월요일,FM8756,11:10,2021-03-31,2021-10-26,상하이항공,상하이/ 푸동
월요일,XJ701,11:15,2021-03-31,2021-10-26,타이에어아시아엑스,방콕/돈므앙
월요일,OZ6725,11:20,2021-03-31,2021-10-26,아시아나항공,싱가포르
월요일,CZ686,11:20,2021-03-31,2021-10-26,중국남방항공,다롄
월요일,KE5821,11:20,2021-03-31,2021-10-26,대한항공,다롄
월요일,KE5673,11:20,2021-03-31,2021-10-26,대한항공,다낭
월요일,SQ611,11:20,2021-03-31,2021-10-26,싱가포르항공,싱가포르
월요일,TG689,11:20,2021-03-31,2021-10-26,타이항공,방콕
월요일,VA5403,11:20,2021-03-31,2021-10-26,베네주엘라 국제항공,싱가포르
월요일,VN431,11:20,2021-03-31,2021-10-26,베트남항공,다낭
월요일,SU4095,11:25,2021-03-31,2021-10-26,㈜ 아에로플로트 러시아항공,덴파사르
월요일,GA871,11:25,2021-03-31,2021-10-26,가루다인도네시아,덴파사르
월요일,KE5629,11:25,2021-03-31,2021-10-26,대한항공,덴파사르
월요일,CI165,11:30,2021-03-31,2021-10-26,중화항공,가오슝
월요일,ZE631,11:30,2021-03-31,2021-10-26,이스타항공,오키나와
월요일,KE5699,11:30,2021-03-31,2021-10-26,대한항공,가오슝
월요일,VJ863,11:40,2021-03-31,2021-10-26,비엣젯항공,호찌민
월요일,CA4096,11:45,2021-03-31,2021-10-26,중국국제항공,지난
월요일,OZ6709,11:45,2021-03-31,2021-10-26,아시아나항공,지난
월요일,SC4096,11:45,2021-03-31,2021-10-26,산동항공,지난
월요일,GS7994,11:45,2021-03-31,2021-10-26,천진항공,톈진
월요일,MU2040,11:55,2021-03-31,2021-10-26,중국동방항공,칭다오
월요일,KE5853,11:55,2021-03-31,2021-10-26,대한항공,칭다오
월요일,OZ541,12:00,2021-03-31,2021-10-26,아시아나항공,프랑크푸르트
월요일,MU550,12:00,2021-03-31,2021-10-26,중국동방항공,옌타이
월요일,LJ223,12:00,2021-03-31,2021-04-01,진에어,후쿠오카
월요일,KE5847,12:00,2021-03-31,2021-10-26,대한항공,옌타이
월요일,OZ339,12:10,2021-03-31,2021-10-26,아시아나항공,하얼빈
월요일,CZ4204,12:10,2021-03-31,2021-10-26,중국남방항공,하얼빈
월요일,CA4618,12:15,2021-03-31,2021-10-26,중국국제항공,칭다오
월요일,OZ6707,12:15,2021-03-31,2021-10-26,아시아나항공,칭다오
월요일,MU5086,12:15,2021-03-31,2021-04-03,중국동방항공,지난
월요일,KE5881,12:15,2021-03-31,2021-04-03,대한항공,지난
월요일,SC4618,12:15,2021-03-31,2021-10-26,산동항공,칭다오
월요일,7C1902,12:20,2021-03-31,2021-10-26,제주항공,삿포로
월요일,AM091,12:25,2021-03-31,2021-10-25,아에로멕시코,멕시코시티
월요일,CA5018,12:25,2021-03-31,2021-10-26,중국국제항공,항저우
월요일,OZ359,12:25,2021-03-31,2021-10-26,아시아나항공,항저우
월요일,MU3698,12:25,2021-03-31,2021-10-26,중국동방항공,상하이/ 푸동
월요일,CZ314,12:25,2021-03-31,2021-10-26,중국남방항공,상하이/ 푸동
월요일,KE5807,12:25,2021-03-31,2021-10-26,대한항공,상하이/ 푸동
월요일,TW283,12:25,2021-03-31,2021-10-26,티웨이항공,오사카/ 간사이
월요일,NH6960,12:30,2021-03-31,2021-10-26,전일본공수 주식회사,후쿠오카
월요일,OZ134,12:30,2021-03-31,2021-10-26,아시아나항공,후쿠오카
월요일,OZ349,12:30,2021-03-31,2021-10-26,아시아나항공,난징
월요일,OZ501,12:30,2021-03-31,2021-07-03,아시아나항공,파리
월요일,OZ561,12:30,2021-03-31,2021-04-25,아시아나항공,로마
월요일,CI161,12:35,2021-03-31,2021-10-26,중화항공,타이베이
월요일,DL7718,12:35,2021-03-31,2021-10-26,델타항공,타이베이
월요일,KE5691,12:35,2021-03-31,2021-10-26,대한항공,타이베이
월요일,CA172,12:45,2021-03-31,2021-10-26,중국국제항공,톈진
월요일,OZ6811,12:45,2021-03-31,2021-10-26,아시아나항공,톈진
월요일,CZ682,12:45,2021-03-31,2021-10-26,중국남방항공,선양
월요일,KE5831,12:45,2021-03-31,2021-10-26,대한항공,선양
월요일,UO619,12:50,2021-03-31,2021-10-26,홍콩익스프레스,홍콩
월요일,KE905,12:50,2021-03-31,2021-05-31,대한항공,프랑크푸르트
월요일,KE937,12:50,2021-03-31,2021-10-25,대한항공,비엔나
월요일,Z2885,12:55,2021-03-31,2021-10-26,필리핀에어아시아,마닐라
월요일,MU5042,12:55,2021-03-31,2021-10-25,중국동방항공,상하이/ 푸동
월요일,CZ514,12:55,2021-03-31,2021-10-25,중국남방항공,상하이/ 푸동
월요일,KE5857,12:55,2021-03-31,2021-10-25,대한항공,상하이/ 푸동
월요일,FM5042,12:55,2021-03-31,2021-10-25,상하이항공,상하이/ 푸동
월요일,CA5004,13:00,2021-03-31,2021-10-26,중국국제항공,베이징
월요일,OZ333,13:00,2021-03-31,2021-10-26,아시아나항공,베이징
월요일,CZ4518,13:00,2021-03-31,2021-10-26,중국남방항공,다롄
월요일,KE869,13:00,2021-03-31,2021-10-26,대한항공,다롄
월요일,CA124,13:05,2021-03-31,2021-10-26,중국국제항공,베이징
월요일,CA140,13:05,2021-03-31,2021-10-26,중국국제항공,항저우
월요일,OZ6807,13:05,2021-03-31,2021-10-26,아시아나항공,베이징
월요일,OZ6827,13:05,2021-03-31,2021-10-26,아시아나항공,항저우
월요일,MU8361,13:05,2021-03-31,2021-04-06,중국동방항공,칭다오
월요일,KE901,13:05,2021-03-31,2021-04-30,대한항공,파리
월요일,KE861,13:05,2021-03-31,2021-04-06,대한항공,칭다오
월요일,MU2034,13:10,2021-03-31,2021-10-26,중국동방항공,칭다오
월요일,KE847,13:10,2021-03-31,2021-10-26,대한항공,지난
월요일,KE5843,13:10,2021-03-31,2021-10-26,대한항공,칭다오
월요일,TW275,13:15,2021-03-31,2021-10-25,티웨이항공,구마모토
월요일,SU4031,13:20,2021-03-31,2021-05-31,㈜ 아에로플로트 러시아항공,모스크바
월요일,OZ6751,13:20,2021-03-31,2021-10-26,아시아나항공,창춘
월요일,CZ688,13:20,2021-03-31,2021-10-26,중국남방항공,창춘
월요일,KE923,13:20,2021-03-31,2021-05-31,대한항공,모스크바
월요일,DL9018,13:25,2021-03-31,2021-05-31,델타항공,홍콩
월요일,EK7220,13:25,2021-03-31,2021-05-05,에미레이트항공,두바이
월요일,EY8503,13:25,2021-03-31,2021-05-31,에티하드 항공,홍콩
월요일,9W4655,13:25,2021-03-31,2021-05-31,제트 에어웨이즈,홍콩
월요일,KE951,13:25,2021-03-31,2021-05-05,대한항공,두바이
월요일,KE601,13:25,2021-03-31,2021-05-31,대한항공,홍콩
월요일,SV6121,13:25,2021-03-31,2021-05-05,사우디 아라비안 항공,두바이
월요일,7C1802,13:30,2021-03-31,2021-10-26,제주항공,오키나와
월요일,CX439,13:35,2021-03-31,2021-10-26,캐세이패시픽항공,홍콩
월요일,QF8232,13:35,2021-03-31,2021-10-26,콴타스항공,홍콩
월요일,QR5829,13:35,2021-03-31,2021-10-26,카타르항공,홍콩
월요일,KE955,13:40,2021-03-31,2021-04-05,대한항공,이스탄불
월요일,TW239,13:40,2021-03-31,2021-04-29,티웨이항공,나고야
월요일,LJ213,13:45,2021-03-31,2021-04-26,진에어,오사카/ 간사이
월요일,MU8363,13:50,2021-03-31,2021-10-26,중국동방항공,웨이하이
월요일,KE839,13:50,2021-03-31,2021-10-26,대한항공,웨이하이
월요일,CA4088,14:00,2021-03-31,2021-10-26,중국국제항공,칭다오
월요일,OZ6701,14:00,2021-03-31,2021-10-26,아시아나항공,칭다오
월요일,OZ365,14:00,2021-03-31,2021-10-26,아시아나항공,상하이/ 푸동
월요일,SC4088,14:00,2021-03-31,2021-10-26,산동항공,칭다오
월요일,NZ4050,14:05,2021-03-31,2021-10-26,에어 뉴질랜드,오사카/ 간사이
월요일,NH6954,14:05,2021-03-31,2021-10-26,전일본공수 주식회사,오사카/ 간사이
월요일,OZ114,14:05,2021-03-31,2021-10-26,아시아나항공,오사카/ 간사이
월요일,EY8455,14:05,2021-03-31,2021-10-26,에티하드 항공,오사카/ 간사이
월요일,TW271,14:05,2021-03-31,2021-10-26,티웨이항공,오키나와
월요일,AI317,14:15,2021-03-31,2021-10-25,에어인디아 리미티드,뭄바이
월요일,AZ7687,14:15,2021-03-31,2021-10-26,알리탈리아,로마
월요일,OZ6377,14:15,2021-03-31,2021-10-25,아시아나항공,뭄바이
월요일,MU5022,14:15,2021-03-31,2021-04-05,중국동방항공,칭다오
월요일,MU2018,14:15,2021-03-31,2021-10-26,중국동방항공,웨이하이
월요일,HX1327,14:15,2021-03-31,2021-10-25,홍콩항공,뭄바이
월요일,KE5871,14:15,2021-03-31,2021-04-05,대한항공,칭다오
월요일,KE931,14:15,2021-03-31,2021-10-26,대한항공,로마
월요일,KE5849,14:15,2021-03-31,2021-10-26,대한항공,웨이하이
월요일,CA5028,14:20,2021-03-31,2021-10-26,중국국제항공,칭다오
월요일,CA144,14:20,2021-03-31,2021-10-26,중국국제항공,옌지(연길)
월요일,OZ319,14:20,2021-03-31,2021-10-26,아시아나항공,칭다오
월요일,OZ713,14:20,2021-03-31,2021-10-26,아시아나항공,타이베이
월요일,OZ6825,14:20,2021-03-31,2021-10-26,아시아나항공,옌지(연길)
월요일,BR2149,14:20,2021-03-31,2021-10-26,에바항공,타이베이
월요일,KE5867,14:20,2021-03-31,2021-10-26,대한항공,울란바토르
월요일,OM302,14:20,2021-03-31,2021-10-26,몽골항공,울란바토르
월요일,SC319,14:20,2021-03-31,2021-10-26,산동항공,칭다오
월요일,LJ203,14:25,2021-03-31,2021-04-26,진에어,도쿄/ 나리타
월요일,KE5743,14:25,2021-03-31,2021-04-26,대한항공,도쿄/ 나리타
월요일,AM6702,14:30,2021-03-31,2021-06-30,아에로멕시코,로스앤젤레스
월요일,OZ521,14:30,2021-03-31,2021-10-26,아시아나항공,런던/히드로
월요일,DL9044,14:30,2021-03-31,2021-06-30,델타항공,로스앤젤레스
월요일,KE017,14:30,2021-03-31,2021-06-30,대한항공,로스앤젤레스
월요일,LA8428,14:30,2021-03-31,2021-06-30,란항공,로스앤젤레스
월요일,CZ4526,14:35,2021-03-31,2021-05-08,중국남방항공,선양
월요일,CZ6074,14:35,2021-03-31,2021-10-26,중국남방항공,옌지(연길)
월요일,KE833,14:35,2021-03-31,2021-05-08,대한항공,선양
월요일,CA402,14:40,2021-03-31,2021-10-25,중국국제항공,청두
월요일,NX821,14:40,2021-03-31,2021-10-26,에어마카우,마카오
월요일,OZ6831,14:40,2021-03-31,2021-10-25,아시아나항공,청두
월요일,OZ202,14:40,2021-03-31,2021-06-30,아시아나항공,로스앤젤레스
월요일,OZ6867,14:40,2021-03-31,2021-10-26,아시아나항공,마카오
월요일,CM8000,14:40,2021-03-31,2021-06-30,코파항공,로스앤젤레스
월요일,ZE643,14:40,2021-03-31,2021-10-26,이스타항공,후쿠오카
월요일,SQ5702,14:40,2021-03-31,2021-06-30,싱가포르항공,로스앤젤레스
월요일,TG6741,14:40,2021-03-31,2021-06-30,타이항공,로스앤젤레스
월요일,UA7285,14:40,2021-03-31,2021-06-30,유나이티드항공,로스앤젤레스
월요일,DL7875,14:45,2021-03-31,2021-04-25,델타항공,싱가포르
월요일,9W4668,14:45,2021-03-31,2021-04-25,제트 에어웨이즈,싱가포르
월요일,KE643,14:45,2021-03-31,2021-04-25,대한항공,싱가포르
월요일,TW295,14:45,2021-03-31,2021-10-26,티웨이항공,사가
