movieCd,movieNm,movieNmEn,showTm,prdtYear,openDt,nationsNm,genreNm,directors_ko,directors_en,actors_ko,actors_en,cast,castEn,watchGradeNm
20196770,늘씬한 장모님:나쁜 장난,MUSUMEMUKOWOSASOUGIBO,64,2018,20190910,['일본'],"['멜로/로맨스', '드라마']",['버드맨 텟페이'],[''],[],[],[],[],['청소년관람불가']
20194837,나키의 저주 용의 부활,Nakee 2,92,2018,,['태국'],"['공포(호러)', '액션']",['퐁파트 와치라번종'],['Pongpat Wachirabunjong'],['나뎃 쿠키미야'],['Nadech Kugimiya'],['퐁랍'],['\tPongprab'],[]
20140732,초원,HIALEAH: People on the Prairie,27,2014,,['한국'],['다큐멘터리'],['오민욱'],['OH Min-wook'],[],[],[],[],[]
20194861,블라인드 멜로디,Andhadhun,138,2018,20190828,['인도'],['스릴러'],['스리람 라그하반'],['Sriram Raghavan'],"['아유쉬만 커라나', '타부', '라드히카 압테']","['Ayushmann Khurrana', 'Tabu', 'Radhika Apte']","['', '', '']","['', '', '']",['15세이상관람가']
20193881,호크니,Hockney,112,2014,20190808,['영국'],['다큐멘터리'],['랜달 라이트'],['Randall Wright'],['데이비드 호크니'],['David Hockney'],[''],[''],['12세이상관람가']
20190741,김복동,My Name Is KIM Bok-dong,101,2019,20190808,['한국'],['다큐멘터리'],['송원근'],['SONG Won-geun'],['한지민'],['HAN Ji-min'],['내레이션'],[''],['12세이상관람가']
20196344,아이 씨,I See,22,2019,,['한국'],['드라마'],['이승환'],['LEE Seung-hwan'],"['하고은', '전성일']","['HA Go-eun', 'JEON Seong-il']","['애린', '문철']","['', '']",[]
20197074,백악관을 무너뜨린 사나이,Mark Felt: The Man Who Brought Down the White House,102,2017,,['미국'],"['드라마', '스릴러']",['피터 랜즈먼'],['Peter Landesman'],"['리암 니슨', '다이안 레인']","['Liam Neeson', 'Diane Lane']","['', '']","['', '']",[]
20194080,버드 레이디,The Bird Lady,6,2019,,['한국'],['애니메이션'],['권하윤'],['KWON Ha-youn'],[],[],[],[],[]
20196476,야한 상상-하고싶은 여직원,TIKANKOUI,62,2018,20190906,['일본'],"['멜로/로맨스', '드라마']",['나가에 타카미'],[''],[],[],[],[],['청소년관람불가']
20196978,꼬마버스 타요 5기 + 타요의 씽씽 극장 2기,Tayo the Little Bus (Season 5) + Tayo's Sing Along Show (Season 2),61,2019,,['한국'],['애니메이션'],['류정우'],['RYU Jung-woo'],[],[],[],[],[]
20196976,또봇 브이,Tobot V,50,2018,,['한국'],['애니메이션'],['김호락'],['KIM Ho-rak'],[],[],[],[],[]
20196975,띠띠뽀 띠띠뽀,Titipo Titipo,57,2019,,['한국'],['애니메이션'],['류정우'],['RYU Jung-woo'],[],[],[],[],[]
20196973,뽀롱뽀롱 뽀로로,"Pororo, The Little Penguin",61,2019,,['한국'],['애니메이션'],['신창환'],['SHIN Chang-hwan'],[],[],[],[],[]
20183098,바퀴돈다,The Wheel Turns,12,2018,,"['한국', '미국', '일본']",['애니메이션'],['김상준'],['KIM Sang-joon'],[],[],[],[],[]
20196972,스위치,Switch,7,2019,,['한국'],['애니메이션'],['박혜린'],['PARK Hye-lin'],[],[],[],[],[]
20197002,맘 -더 워스트 퍼니시먼트-,MOM -The Worst Punishment-,7,2019,,['한국'],['애니메이션'],"['김수경', '조경욱']","['KIM Su-kyoung', 'JO Kyeong-wook']",['김도율'],[''],"['의사, 광중들']",[''],[]
20197001,지금 당신 옆에 귀신이 앉아있습니다,A Ghost Is Sitting Next to You,5,2019,,['한국'],['애니메이션'],['윤신정'],['YOON Shin-jeong'],[],[],[],[],[]
20181582,위 윌 씨 썸데이,We Will See Someday,6,2018,,['한국'],['애니메이션'],['홍나리'],['HONG Na-ri'],[],[],[],[],[]
20192082,바우하우스,Bauhaus Spirit,94,2019,20190829,['독일'],['다큐멘터리'],"['닐스 볼브링커', '토마스 틸슈']","['Niels Bolbrinker', 'Thomas Tielsch']","['토어스텐 블루메', '로잔 보쉬', '알프레도 브릴램버그', '후베르트 클룸프너', '반 보 레-멘첼', '슈테판 코바츠', '크리스티안 미오 로클라이르']","['Torsten Blume', 'Rosan Bosch', 'Alfredo Brillembourg', 'Hubert Klumpner', 'Van Bo Le-Mentzel', 'Stephen Kovats', 'Christian Mio Loclair']","['', '', '', '', '', '', '']","['', '', '', '', '', '', '']",['전체관람가']
20193510,퍼스트 클래스,The First Class,4,2019,,['한국'],['애니메이션'],['김명은'],['KIM Myung-eun'],[],[],[],[],[]
20196729,제사,Jesa,7,2019,,"['한국', '미국']",['드라마'],['송경원'],['SONG Kyung-won'],[],[],[],[],[]
20196920,버뮤다,Bermuda,5,2019,,['한국'],['애니메이션'],"['하혜원', '최정윤', '최혜영']","['HA Hye-won', 'CHOI Jung-yoon', 'CHOI Hye-young']",[],[],[],[],[]
20088697,버츄얼 코드,Uncertainty,104,2008,,['미국'],"['드라마', '멜로/로맨스']","['스콧 맥게히', '데이빗 시겔']","['Scott McGehee', 'David Siegel']","['린 콜린스', '조셉 고든 레빗']","['Lynn Collins', 'Joseph Gordon-Levitt']","['', '']","['', '']",['15세이상관람가']
20196918,메리크리닝마스,Merry Cleaningmas,7,2019,,['한국'],['애니메이션'],"['김솔', '김정인', '이지원']","['KIM Sol', 'KIM Jung-in', 'LEE Ji-won']",[],[],[],[],[]
20195003,추적자,3 Lives,81,2019,20190904,['미국'],"['공포(호러)', '스릴러']",['줄리앤 블록'],['Juliane Block'],"['아나톨 타웁만', '빅터 알피에리']","['Anatole Taubman', 'Victor Alfieri']","['', '']","['', '']",['15세이상관람가']
20111589,나의 아저씨,My Uncle,120,1958,,"['프랑스', '이탈리아']",['코미디'],['자크 타티'],['Jacques Tati'],"['장 피에르 조라', '자크 타티']","['Jean-Pierre Zola', 'Jacques Tati']","['찰스 아르펠', '윌로 씨']","['', '']",[]
19548014,이창,Rear Window,112,1954,,['미국'],"['드라마', '범죄', '미스터리', '스릴러']",['알프레드 히치콕'],['Alfred Hitchcock'],[],[],[],[],['']
20196916,비포 아이 리브,Before I Leave,2,2019,,['한국'],['애니메이션'],['이지민'],['LEE Ji-min'],[],[],[],[],[]
20197618,르 모,Le Mot,7,2018,,['한국'],['애니메이션'],['백미영'],['BAEK Mi-young'],[],[],[],[],[]
20195866,싸워그레이프스,Knife Hanging from a Tree,3,2019,,['한국'],['애니메이션'],['남지희'],['NAM Ji-hee'],[],[],[],[],[]
20196909,주인,Gaze,13,2019,,['한국'],['애니메이션'],['안용해'],['AHN Yong-hae'],[],[],[],[],[]
20196908,피멍,Bruise,32,2019,,['한국'],['애니메이션'],['김승준'],['KIM Seung-jun'],[],[],[],[],[]
20195888,산,SAN,6,2019,,['한국'],['애니메이션'],['우진'],['WOO Jin'],[],[],[],[],[]
20196961,이름 없는 우수 사원,Anonymous,15,2019,,"['한국', '호주']",['애니메이션'],['방소정'],['BAHNG So-jung'],[],[],[],[],[]
20119597,더 브라스 퀸텟,The Brass Quintet,30,2010,,['한국'],['기타'],['유대얼'],['YOO Dae-eol'],"['신승현', '권용민', '오대환']","['Sin Seung-hyeon', 'KWON Yong-min', 'OH Dae-hwan']","['', '', '']","['', '', '']",[]
20196922,조의 영역 에피소드 2,The Tide Ep.2,7,2018,,['한국'],['애니메이션'],['유태경'],['YOO Tae-kyung'],[],[],[],[],[]
20196921,조의 영역 에피소드 1,The Tide Ep.1,7,2018,,['한국'],['애니메이션'],['유태경'],['YOO Tae-kyung'],[],[],[],[],[]
