movieCd,movieNm,movieNmEn,showTm,prdtYear,openDt,nationsNm,genreNm,directors_ko,directors_en,actors_ko,actors_en,cast,castEn,watchGradeNm
20206061,쥬라기 월드: 도미니언,Jurassic World: Dominion,,2022,,['미국'],"['액션', '어드벤처']",['콜린 트레보로우'],['Colin Trevorrow'],"['크리스 프랫', '브라이스 달라스 하워드', '제프 골드블럼', '샘 닐', '로라 던']","['Chris Pratt', 'Bryce Dallas Howard', 'Jeff Goldblum', 'Sam Neill', 'Laura Dern']","['', '', '', '', '']","['', '', '', '', '']",[]
20210547,캅샵: 미친놈들의 전쟁,Copshop,106,2021,20211209,['미국'],"['액션', '스릴러']",['조 카나한'],['Joe Carnahan'],"['제라드 버틀러', '프랭크 그릴로']","['Gerard Butler', 'Frank Grillo']","['밥', '테디']","['Bob Viddick', 'Teddy Murretto']",['15세이상관람가']
20211413,몬스타엑스 : 더 드리밍,MONSTA X : THE DREAMING,87,2021,20211208,['한국'],['다큐멘터리'],['오윤동'],['Yoon-Dong OH'],[],[],[],[],['전체관람가']
20212027,아듀,Bye Bye Morons,87,2020,,['프랑스'],"['코미디', '드라마']",['알베르 뒤퐁텔'],['Albert Dupontel'],"['비르지니 에피라', '알베르 뒤퐁텔']","['Virginie Efira', 'Albert Dupontel']","['', '']","['', '']",[]
20212064,"여기, 나의 정원","Here, My Garden",20,2021,,['한국'],['다큐멘터리'],['김지곤'],['KIM Ji-gon'],[],[],[],[],[]
20212063,라스트 나이트,Last Night,14,2015,,['한국'],['다큐멘터리'],['오민욱'],['OH Min-wook'],[],[],[],[],[]
20212042,도림로 29길,Thick Forest,11,2019,,['한국'],['다큐멘터리'],['오민욱'],['OH Min-wook'],[],[],[],[],[]
20212062,추격의 목적,Purpose of Pursuit,11,2021,,['한국'],['다큐멘터리'],['손호목'],[''],[],[],[],[],[]
20212041,월간-할매,Monthly-Grandma,80,2021,,['한국'],['다큐멘터리'],['김지곤'],['KIM Ji-gon'],[],[],[],[],[]
20136895,가족초상화 (리덕스),My Family Portait (Redux),72,2013,,['한국'],['다큐멘터리'],['김영조'],['KIM Young-jo'],[],[],[],[],[]
20205986,연애 빠진 로맨스,Nothing Serious,94,2021,20211124,['한국'],"['멜로/로맨스', '코미디']",['정가영'],['JEONG Ga-young'],"['전종서', '손석구', '공민정', '김슬기', '배유람', '김재화', '임성재', '김영옥', '김광규']","['JUN Jong-seo', 'SON Sukku', 'GONG Min-jeong', 'KIM Seul-ki', 'BAE Yoo-ram', 'KIM Jae-hwa', 'LIM Sung-jae', 'KIM Yeong-ok', 'KIM Kwang-gyoo']","['', '', '', '', '', '', '', '자영 할머니', '자영 아빠']","['', '', '', '', '', '', '', '', '']",['15세이상관람가']
20211176,마이 뉴욕 다이어리,My Salinger Year,101,2020,20211209,['캐나다'],['드라마'],['필리프 팔라도'],['Philippe Falardeau'],"['시고니 위버', '마가렛 퀄리']","['Sigourney Weaver', 'Margaret Qualley']","['', '']","['', '']",['12세이상관람가']
20218415,드라이브 마이 카,Drive My Car,179,2021,20211222,['일본'],['드라마'],['하마구치 류스케'],['HAMAGUCHI Ryusuke'],"['니시지마 히데토시', '미우라 토코', '오카다 마사키', '기리시마 레이카', '박유림', '진대연', '소냐 위엔', '안휘태']","['Hidetoshi Nishijima', 'Toko Miura', 'Masaki Okada', '', 'Yoo-rim Park', 'Dae-Young Jin', 'Sonia Yuan', 'Fite Ann']","['가후쿠', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '']",['15세이상관람가']
20210611,리슨,Listen,77,2020,20211209,['영국'],['드라마'],['아나 로샤'],['Ana Rocha'],"['루치아 모니즈', '메이지 슬라이', '소피아 마일즈', '루벤 가르시아']","['Lucia Moniz', 'Maisie Sly', 'Sophia Myles', 'Ruben Garcia']","['벨라', '루', '앤', '조타']","['Bela', 'Lu', 'Ann Payne', 'Jota']",['12세이상관람가']
20211241,클리포드 더 빅 레드 독,Clifford the Big Red Dog,96,2021,20211229,['미국'],"['어드벤처', '드라마', '가족']",['월트 벡커'],['Walt Becker'],"['시에나 길로리', '존 클리즈']","['Sienna Guillory', 'John Cleese']","['', '']","['', '']",['전체관람가']
20210031,엔드리스,Endless,94,2020,20211215,['미국'],"['판타지', '멜로/로맨스']",['스콧 스피어'],['Scott Speer'],['알렉산드라 쉽'],['Alexandra Shipp'],['라일리'],[''],['12세이상관람가']
20196264,유체이탈자,Spiritwalker,108,2020,20211124,['한국'],"['판타지', '액션']",['윤재근'],['YOON Jae-keun'],"['윤계상', '박용우', '임지연', '박지환', '유승목', '이성욱', '서현우', '이운산', '정윤하', '백도겸', '김영성', '최동구', '우강민']","['YOON Kye-sang', 'PARK Yong-woo', 'LIM Ji-yeon', 'PARK Ji-hwan', 'YOO Seung-mok', 'LEE Sung-wook', 'SEO Hyun-woo', 'LEE Woon-san', 'JUNG Yun-ha', 'BAEK Do-kyeom', 'KIM Young-sung', 'CHOI Dong-gu', '']","['강이안', '박실장', '', '', '', '유대리 ', '', '지철호', '민주', '청년신도/교통경찰', '', '', '하마']","['', '', '', '', '', '', '', '', '', '', '', '', '']",['15세이상관람가']
20210864,엔칸토: 마법의 세계,Encanto,109,2021,20211124,['미국'],['애니메이션'],"['바이론 하워드', '자레드 부시', '채리스 카스트로 스미스']","['Byron Howard', 'Jared Bush', 'Charise Castro Smith']","['스테파니 비트리즈', '마리아 세실리아 보테로', '윌머 발더라마', '아다사', '다이앤 게레로', '마우로 카스틸로', '앤지 세페다', '제시카 대로우', '렌지 펠리즈', '캐롤리나 가이탄']","['Stephanie Beatriz', 'Maria Cecilia Botero', 'Wilmer Valderrama', 'Adassa', 'Diane Guerrero', 'Mauro Castillo', 'Angie Cepeda', 'Jessica Darrow', 'Rhenzy Feliz', 'Carolina Gaitan']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",['전체관람가']
20181118,무녀도,The Shaman Sorceress,85,2018,20211124,['한국'],"['뮤지컬', '애니메이션']",['안재훈'],['AHN Jae-huun'],"['소냐', '김다현', '장원영', '안정아', '권오중', '달시 파켓']","['', 'KIM Da-Hyun', 'JANG Won-young', '', 'KWON Oh-jung', 'Darcy Paquet']","['모화', '욱이', '화자', '낭이', '양조사/박수무당', '현목사']","['', '', '', '', '', '']",['12세이상관람가']
20219056,메이드 인 이태리,Made In Italy,93,2020,20211124,['영국'],"['드라마', '멜로/로맨스']",['제임스 다시'],"[""James D'Arcy""]",['리암 니슨'],['Liam Neeson'],[''],[''],['12세이상관람가']
20206464,로또쉐어,LOTTO SHARE,88,2019,20211124,['한국'],"['스릴러', '액션', '범죄']",['소재익'],['SO Jae-ick'],"['유병용', '임유림', '최대훈', '김서지', '최시형']","['', 'ImYouLim', '', '', '']","['', '앵커', '', '', '양준호']","['', 'Anchor', '', '', '']",['15세이상관람가']
20189638,로그북,Log Book,100,2020,20211124,['한국'],['다큐멘터리'],['복진오'],['BOK Jin-oh'],"['강유성', '황병주', '한재명', '백인탁']","['', '', '', '']","['', '', '', '']","['', '', '', '']",['전체관람가']
20210689,기우제,Ritual for Rain,90,2021,,['한국'],"['드라마', '멜로/로맨스']",['권하'],[''],"['전은정', '신현규', '송길호']","['', '', 'Song gilho']","['', '', '']","['', '', '']",['15세이상관람가']
20148592,12번째 보조사제,12th Assistant Deacon,25,2014,,['한국'],"['공포(호러)', '판타지']",['장재현'],['JANG Jae-hyun'],"['이학주', '임성미', '박지일']","['LEE Hak-joo', 'LIM Sung-mi', 'PARK Ji-il']","['보조사제', '영신', '신부']","['', '', '']",[]
20136792,미드나잇 썬,Midnight Sun,23,2014,,['한국'],['드라마'],['강지숙'],['KANG Ji-sook'],"['김리후', '류준열', '류경수']","['Lihoo Ghim', 'RYU Jun-yeol', 'RYU Gyeong-su']","['병우', '용훈', '동준']","['', '', '']",['']
20201815,간호중,The Prayer,78,2020,20211202,['한국'],['SF'],['민규동'],['MIN Kyu-dong'],"['이유영', '예수정', '염혜란', '윤경호']","['LEE Yoo-young', 'YE Soo-jung', 'YEOM Hye-ran', 'YUN Gyeong-ho']","['', '', '', '']","['', '', '', '']",['15세이상관람가']
20212015,돈 룩 업,Don’t Look Up,145,2021,,['미국'],"['코미디', '드라마', 'SF']",['아담 맥케이'],['Adam McKay'],"['레오나르도 디카프리오', '제니퍼 로렌스', '조나 힐', '마크 라이런스', '타일러 페리', '티모시 샬라메', '론 펄먼', '아리아나 그란데', '케이트 블란쳇', '메릴 스트립']","['Leonardo Dicaprio', 'Jennifer Lawrence', 'Jonah Hill', 'Mark Rylance', 'Tyler Perry', 'Timothee Chalamet', 'Ron Perlman', 'Ariana Grande', 'Cate Blanchett', 'Meryl Streep']","['', '', '', '', '', '', '', '', '', '']","['', '', '', '', '', '', '', '', '', '']",[]
20211929,미스터 앤 미세스 아델만,Mr & Mrs Adelman,121,2017,,"['프랑스', '벨기에']","['코미디', '드라마', '멜로/로맨스']",['니콜라스 베도스'],['Nicolas Bedos'],"['니콜라스 베도스', '도리아 틸리에']","['Nicolas Bedos', 'Doria Tillier']","['', '']","['', '']",[]
20210663,라스트 나잇 인 소호,Last Night in Soho,116,2021,20211201,['미국'],"['공포(호러)', '스릴러', '미스터리']",['에드가 라이트'],['Edgar Wright'],"['토마신 맥켄지', '안야 테일러 조이', '맷 스미스', '리타 터싱햄', '테렌스 스탬프', '다이아나 리그']","['Thomasin McKenzie', 'Anya Taylor-Joy', 'Matt Smith', 'Rita Tushingham', 'Terence Stamp', 'Diana Rigg']","['엘로이즈', '샌디', '잭', '페기', '', '']","['Eloise', 'Sandy', 'Jack', 'Peggy', 'Silver Haired Gentleman', 'Ms Collins']",['청소년관람불가']
20195959,사막을 건너 호수를 지나,Let's Peace!,104,2019,,['한국'],['다큐멘터리'],"['박소현', '송영윤']","['PARK So-hyun', '']","['황지은', '고수경', '김지아', '박승규']","['Hwang Jieun', 'Ko Sugyeong', 'Kim Jia', 'Park Seunggyu']","['', '', '', '']","['', '', '', '']",['전체관람가']
