movieCd,movieNm,movieNmEn,showTm,prdtYear,openDt,nationsNm,genreNm,directors_ko,directors_en,actors_ko,actors_en,cast,castEn,watchGradeNm
20119472,뫼,Moe : The Mountain,51,2010,,['한국'],"['드라마', '기타']",['김동민'],['KIM Dong-min'],"['이지은', '황태영', '홍석윤', '정민성']","['LEE Ji-eun', 'HWANG Tae-young,', 'HONG Seok-youn ', 'JUNG Min-sung']","['', '', '', '']","['', '', '', '']",['청소년관람불가']
20060294,몽골리안 핑퐁,Mongolian Ping Pong,104,2004,20060921,['중국'],"['코미디', '드라마']",['닝 하오'],['Hao Ning'],"['후리차빌리케', '겔리반', '다와']","['Hurichabilike', 'Geliban', 'Dawa']","['', '', '']","['', '', '']",['전체관람가']
19948726,목격자,Dead On Sight,101,1994,,['미국'],['스릴러'],['루벤 프레우스'],['Ruben Preuss'],"['제니퍼 빌즈', '다니엘 볼드윈']","['Jennifer Beals', 'Daniel Baldwin']","['', '']","['', '']",[]
20088522,전격 Z작전,Knight Rider,120,2008,,['미국'],"['미스터리', '스릴러']","['제이 챈드라세카', '엘란 크로에커', '브라이언 스파이서']","['Jay Chandrasekhar', 'Allan Kroeker', 'Bryan Spicer']","['저스틴 브루에닝', '디애나 루소', '폴 캠벨']","['Justin Bruening', 'Deanna Russo', 'Paul Campbell']","['', '', '']","['', '', '']",[]
20125909,모던 패밀리,Modern Family,18,2011,,['한국'],"['드라마', '가족']",['김문경'],['KIM Moon-kyeong'],"['양은용', '정종열']","['YANG Eun-yong', 'JUNG Jong-yul']","['가짜 엄마', '형철 ']","['', '']",[]
19930389,명월조천신사,The Wolf Of Reven,82,1993,19931218,['홍콩'],"['드라마', '액션']",['하연주'],[''],"['기관군', '장국충', '심위']","['', '', 'Shum Wai']","['', '', '']","['', '', '']",['고등학생이상관람가']
20061045,밍밍,Ming Ming,105,2006,,['홍콩'],['액션'],['구설아'],"[""Qu Xue'er""]","['주신', '오언조']","['Xun Zhou', 'Daniel Wu']","['', '']","['', '']",[]
19828013,전격 Z작전,Knight Rider,92,1982,,['미국'],"['액션', 'SF']","['밥 블래버', '제프리 헤이든']","['Bob Bralver', 'Jeffrey Hayden']","['데이빗 핫셀호프', '에드워드 멀헤어']","['David Hasselhoff', 'Edward Mulhare']","['', '']","['', '']",[]
19918348,전격 Z작전 2000,Knight Rider 2000,91,1991,,['미국'],"['액션', 'SF']",['알란 J. 레비'],['Alan J. Levi'],"['데이빗 핫셀호프', '에드워드 멀헤어']","['David Hasselhoff', 'Edward Mulhare']","['', '']","['', '']",[]
20018002,메이,May,70,2001,,['한국'],['드라마'],['윤상호'],['YOON Sang-ho'],['추소영'],['CHOO So-young'],[''],[''],[]
20100643,적,Past Memories,14,2009,,['한국'],['드라마'],['최지훈'],['CHOI Ji-hoon'],[],[],[],[],[]
19978392,메멘토,Memento,45,1997,,['한국'],['드라마'],['윤종찬'],['YOON Jong-chan'],[],[],[],[],[]
19698055,재생,Rebirth,95,1969,,['한국'],"['멜로/로맨스', '드라마']",['강대진'],['KANG Dae-jin'],"['문희', '신성일', '장동휘', '이예춘', '김정옥']","['MOON Hee', 'SHIN Seong-il', 'JANG Dong-hwi', 'LEE Yea-chun', 'KIM Jeong-ok ']","['', '', '', '', '']","['', '', '', '', '']",[]
19970138,머홀랜드 폴스,Mulholland Falls,105,1996,19970426,['미국'],"['범죄', '드라마', '스릴러']",['리 타마호리'],['Lee Tamahori'],"['닉 놀테', '멜라니 그리피스', '채즈 팔민테리', '마이클 매드슨']","['Nick Nolte', 'Melanie Griffith', 'Chazz Palminteri', 'Michael Madsen']","['', '', '', '']","['', '', '', '']",['연소자관람불가']
19970069,맥시멈 리스크,Maxium Risk,98,1996,19970111,['미국'],"['스릴러', '액션', '어드벤처']",['임영동'],['Ringo Lam'],"['장 끌로드 반담', '나타샤 헨스트리지', '장-위그 앙글라드']","['Jean-Claude Van Damme', 'Natasha Henstridge', 'Jean-Hugues Anglade']","['', '', '']","['', '', '']",['연소자관람불가']
20080059,매뉴얼 오브 러브,Manuale D'Amore 2,124,2007,20080214,['이탈리아'],"['멜로/로맨스', '코미디']",['지오바니 베로네시'],['Giovanni Veronesi'],"['리카르도 스카마르치오', '파비오 볼로', '모니카 벨루치']","['Riccardo Scamarcio', 'Fabio Volo', 'Monica Bellucci']","['니콜라 ', '', '루시아 ']","['', '', '']",['청소년관람불가']
20124806,매뉴얼 오브 러브,Manual Of Love,116,2005,,['이탈리아'],"['코미디', '드라마', '멜로/로맨스']",['지오반니 베로네시'],['Giovanni Veronesi'],"['카를로 베르도네', '실비오 무치노']","['Carlo Verdone', 'Silvio Muccino']","['', '']","['', '']",[]
20122337,재생,Rebirth,11,2012,,['중국'],['애니메이션'],['장소도'],['Zhang Xiaotao'],[],[],[],[],[]
20134102,글래디에이터: 로마 영웅 탄생의 비밀 3D,Gladiators of Rome,86,2013,20130314,['이탈리아'],"['애니메이션', '액션', '어드벤처']",['이기니오 스트라피'],['Iginio Straffi'],"['황광희', '김예원']","['HWANG Kwang-hee', '']","['티모', '']","['티모', '다이애나']","['전체관람가', '전체관람가']"
19920017,장닭 고교얄개,"High School Mischief (Jeong Myeong-Hyeon), A Mischievous High School Boy",94,1992,19921218,['한국'],"['코미디', '드라마']",['김주희'],['KIM Joo-hee'],"['정명현', '김일영', '정세혁']","['JEONG Myeong-hyeon ', 'KIM Ill-young', 'Jeong Se-hyeok ']","['', '', '']","['', '', '']",['중학생이상관람가']
20041485,장군과 나,General And I,20,2004,,['한국'],"['드라마', '코미디']",['오창수'],[''],[],[],[],[],[]
20011376,잠식,Encroachment,3,2001,,['한국'],['애니메이션'],['주성호'],['JU Seong-ho'],[],[],[],[],[]
20031220,잠식,Eating Away Myself,12,2003,,['한국'],['미스터리'],['박준석'],['PARK Jun-seok'],[],[],[],[],[]
20121540,자화상,Self-portrait,1,2010,,['그리스'],['애니메이션'],['안드레아스 바카리오스'],['Andreas Vakalios'],[],[],[],[],[]
20060812,자화상 2000,Self Portrait 2000,15,2000,,['한국'],['드라마'],['이상열'],['LEE Sang-yoel'],[],[],[],[],['']
20001328,자장-가,Jajang-Ga,17,2000,,['한국'],['드라마'],['박상민'],"['Park, Sang-Min']",[],[],[],[],[]
19888361,자유 부부,"Couples, Couples, Couples",90,1988,,['홍콩'],['드라마'],['장지각'],['Chi-Yuk Cheung'],"['종초홍', '장학우']","['Cherie Chung', 'Jacky Cheung']","['', '']","['', '']",[]
20100419,자연의 신비,The Mysteries of Nature,,2008,,['한국'],['판타지'],['이정진'],['Dahci Ma'],[],[],[],[],[]
20008074,자연의 신비,Amazing Journeys,40,2000,,['미국'],['다큐멘터리'],['조지 캐시'],['George Casey'],[],[],[],[],[]
19698054,자바의 동쪽,East of Java,131,1969,19710905,['미국'],"['어드벤처', '드라마']",['버나드 L. 코왈스키'],['Bernard L. Kowalski'],"['막시밀리안 셸', '다이앤 베이커', '브라이언 키스']","['Maximilian Schell', 'Diane Baker', 'Brian Keith']","['', '', '']","['', '', '']",['18세관람가']
20058158,망명자 올스타 밴드,The Refugee All Stars,78,2005,,['미국'],['다큐멘터리'],"['자크 나일스', '뱅커 화이트']","['Zach Niles', 'Banker White']",[],[],[],[],[]
20020338,임포스터,Impostor,95,2002,20020920,['미국'],"['SF', '스릴러']",['게리 플레더'],['Gary Fleder'],"['매들린 스토우', '게리 시나이즈']","['Madeleine Stowe', 'Gary Sinise']","['', '']","['', '']",['12세관람가']
19910204,만종,Evening Bells,103,1989,19910504,['유고슬라비아'],"['드라마', '전쟁']",['로르단 자프라노비치'],[''],"['네다 아르네릭', '라드 세르베드지야']","['Neda Arneric', 'Rade Serbedzija']","['', '']","['', '']",['연소자관람불가']
20048974,만남,Meet,7,2004,,['한국'],['애니메이션'],['김민규'],['KIM Min-kyu'],[],[],[],[],[]
20008964,만남,The Appointment,12,2000,,['한국'],['드라마'],['김희정'],['KIM Hee-jung'],[],[],[],[],[]
19978720,일요일,Sunday,93,1997,,['미국'],"['드라마', '멜로/로맨스']",['조나단 노시터'],['Jonathan Nossiter'],['자레드 해리스'],['Jared Harris'],['레이'],[''],[]
19790083,마이웨이,My way,90,1975,19750815,['남아프리카공화국'],"['가족', '드라마']",['에밀 노팔'],['Emil Nofal'],"['조 스튜어드슨', '리차드 로링']","['Joe Stewardson', 'Richard Loring']","['', '']","['', '']",['12세이상관람가']
20122402,일요일,Sunday,9,2011,,['캐나다'],['애니메이션'],['패트릭 도욘'],['Patrick Doyon'],[],[],[],[],[]
20060747,마우스 윗아웃 테일,MOUSE Without Tail,14,2001,,['한국'],['애니메이션'],['박원철'],[''],[],[],[],[],['']
19968550,마르코 폴로,Marco Polo : Haperek Ha'aharon,123,1996,,['이스라엘'],['드라마'],['라피 부케이'],['Rafi Bukai'],"['슈리 랜드', '리차드 에드슨']","['Shuli Rand', 'Richard Edson']","['', '']","['', '']",[]
19900180,마담 엠마,Street Of No Return,92,1989,19900428,['미국'],"['액션', '드라마', '범죄', '스릴러']",['사무엘 풀러'],['Samuel Fuller'],"['키스 캐러딘', '발렌티나 바르가스']","['Keith Carradine', 'Valentina Vargas']","['', '']","['', '']",['연소자관람불가']
20011394,일식,The Moment Of Eclipse,10,2001,,['한국'],['드라마'],['이은영'],['LEE Eun-young'],[],[],[],[],[]
20018924,리자,Lisa,109,2001,,"['프랑스', '스위스']",['멜로/로맨스'],['피에르 그림블럿'],['Pierre Grimblat'],"['브누와 마지멜', '마리옹 꼬띠아르']","['Benoit Magimel', 'Marion Cotillard']","['', '']","['', '']",[]
20038756,리멤버 미,Remember Me,125,2003,,"['이탈리아', '프랑스', '영국']","['코미디', '멜로/로맨스', '드라마']",['가브리엘 무치노'],['Gabriele Muccino'],"['파브리지오 벤티보글리오', '로라 모란트']","['Fabrizio Bentivoglio', 'Laura Morante']","['', '']","['', '']",[]
20120522,론리맨,The Lonely Man,88,1957,,['미국'],"['액션', '서부극(웨스턴)', '가족']",['헨리 레빈'],['Henry Levin'],"['잭 팰런스', '안소니 퍼킨스', '네빌 브랜드']","['Jack Palance', 'Anthony Perkins', 'Neville Brand']","['', '', '']","['', '', '']",[]
